reward,training_time,waiting_time,queue_length
-3447,,,
-2481,,,
-3065,,,
-2243,,,
-2203,,,
-2799,,,
-2525,,,
-2583,,,
-2213,,,
-2286,,,
-2208,,,
-2406,,,
-2887,,,
-2671,,,
-2313,,,
-2296,,,
-3116,,,
-2651,,,
-2553,,,
-2179,,,
-2370,,,
-2406,,,
-2470,,,
-2372,,,
-2704,,,
-2288,,,
-2537,,,
-2334,,,
-2988,,,
-3095,,,
-2819,,,
-2735,,,
-2256,,,
-2220,,,
-2497,,,
-2086,,,
-2219,,,
-2760,,,
-2677,,,
-2512,,,
-2684,,,
-2739,,,
-2200,,,
-2457,,,
-2376,,,
-2521,,,
-2489,,,
-2306,,,
-2416,,,
-2636,,,
-2462,,,
-2952,,,
-2019,,,
-2698,,,
-2681,,,
-2301,,,
-2333,,,
-3156,,,
-2314,,,
-2388,,,
-3180,,,
-2587,,,
-2029,,,
-2190,,,
-2048,,,
-2366,,,
-2130,,,
-2076,,,
-2187,,,
-2572,,,
-1979,,,
-2285,,,
-2311,,,
-2354,,,
-2214,,,
-2175,,,
-2159,,,
-2290,,,
-2496,,,
-2578,,,
-2788,,,
-2148,,,
-2169,,,
-2278,,,
-2460,,,
-2290,,,
-2191,,,
-2353,,,
-2141,,,
-2019,,,
-2113,,,
-2247,,,
-2040,,,
-2345,,,
-2185,,,
-2115,,,
-2292,,,
-2209,,,
-2180,,,
-1822,,,
-2356,,,
-2034,,,
-2230,,,
-2209,,,
-1804,,,
-2006,,,
-2922,,,
-2168,,,
-2087,,,
-2046,,,
-1927,,,
-2415,,,
-1980,,,
-2435,,,
-2378,,,
-2043,,,
-2133,,,
-2081,,,
-2070,,,
-1810,,,
-1935,,,
-1971,,,
-2099,,,
-2017,,,
-1748,,,
-1650,,,
-5080,,,
-2065,,,
-2163,,,
-1798,,,
-1632,,,
-1687,,,
-2134,,,
-1929,,,
-1970,,,
-2348,,,
-2143,,,
-1958,,,
-2148,,,
-2141,,,
-2271,,,
-2140,,,
-2124,,,
-2049,,,
-1801,,,
-1897,,,
-1786,,,
-1893,,,
-1892,,,
-1944,,,
-2400,,,
-1829,,,
-2263,,,
-1992,,,
-2446,,,
-1801,,,
-2167,,,
-2130,,,
-2057,,,
-2081,,,
-2069,,,
-1726,,,
-1813,,,
-1859,,,
-2099,,,
-1954,,,
-1735,,,
-1743,,,
-2043,,,
-2071,,,
-2082,,,
-1969,,,
-1689,,,
-2027,,,
-2211,,,
-2054,,,
-2024,,,
-1901,,,
-2312,,,
-2113,,,
-1568,,,
-2007,,,
-1782,,,
-2010,,,
-2137,,,
-2250,,,
-2003,,,
-2029,,,
-2026,,,
-2113,,,
-2038,,,
-1942,,,
-1798,,,
-1718,,,
-1714,,,
-2197,,,
-1991,,,
-1954,,,
-1695,,,
-1989,,,
-1860,,,
-2225,,,
-2072,,,
-1868,,,
-1753,,,
-1852,,,
-2047,,,
-2000,,,
-1994,,,
-1959,,,
-1816,,,
-1982,,,
-1878,,,
-1864,,,
-1667,,,
-2089,,,
-1831,,,
-1831,,,
-1895,,,
-1706,,,
-2764,,,
-2136,,,
-2082,,,
-1667,,,
-1924,,,
-1882,,,
-1937,,,
-1791,,,
-1894,,,
-1681,,,
-1999,,,
-1595,,,
-1892,,,
-1808,,,
-1927,,,
-1852,,,
-1618,,,
-1914,,,
-1932,,,
-1593,,,
-2111,,,
-1770,,,
-1804,,,
-1582,,,
-1723,,,
-1979,,,
-1567,,,
-1908,,,
-1756,,,
-1835,,,
-1581,,,
-1857,,,
-1799,,,
-1769,,,
-1731,,,
-1883,,,
-2280,,,
-1956,,,
-1725,,,
-2028,,,
-1740,,,
-1647,,,
-1570,,,
-1840,,,
-1796,,,
-1724,,,
-1683,,,
-1667,,,
-1697,,,
-1798,,,
-1720,,,
-1581,,,
-1654,,,
-1687,,,
-1848,,,
-1721,,,
-1765,,,
-1807,,,
-1798,,,
-1680,,,
-1883,,,
-1829,,,
-1738,,,
-1376,,,
-1741,,,
-1365,,,
-1787,,,
-1582,,,
-1898,,,
-1669,,,
-1967,,,
-1691,,,
-1646,,,
-1566,,,
-1641,,,
-1555,,,
-1557,,,
-1819,,,
-1635,,,
-1607,,,
-1777,,,
-1812,,,
-1870,,,
-1756,,,
-1546,,,
-1831,,,
-1667,,,
-1655,,,
-1690,,,
-2022,,,
-1635,,,
-1628,,,
-2048,,,
-1680,,,
-1641,,,
-1994,,,
-1535,,,
-1710,,,
-1750,,,
-1630,,,
-1702,,,
-1755,,,
-1925,,,
-1873,,,
-1547,,,
-1653,,,
-1677,,,
-1889,,,
-1767,,,
-1562,,,
-1685,,,
-1623,,,
-1527,,,
-1678,,,
-1667,,,
-1639,,,
-1626,,,
-1699,,,
-1648,,,
-1479,,,
-1555,,,
-1821,,,
-1702,,,
-1638,,,
-1742,,,
-1665,,,
-1658,,,
-1782,,,
-1531,,,
-1536,,,
-1768,,,
-1743,,,
-1580,,,
-1569,,,
-1611,,,
-1523,,,
-1508,,,
-2024,,,
-1514,,,
-1656,,,
-1679,,,
-1826,,,
-1623,,,
-1740,,,
-1702,,,
-1533,,,
-1637,,,
-1376,,,
-1791,,,
-1614,,,
-1752,,,
-1762,,,
-1638,,,
-1425,,,
-1698,,,
-1908,,,
-1862,,,
-1454,,,
-1645,,,
-1506,,,
-1479,,,
-1498,,,
-1571,,,
-1572,,,
-1491,,,
-1607,,,
-1701,,,
-1498,,,
-1481,,,
-1816,,,
-1491,,,
-1584,,,
-1362,,,
-1335,,,
-1639,,,
-1627,,,
-1485,,,
-1632,,,
-1670,,,
-1580,,,
-1656,,,
-1458,,,
-1512,,,
-1516,,,
-1595,,,
-1654,,,
-1426,,,
-1441,,,
-1643,,,
-1519,,,
-1462,,,
-1483,,,
-1675,,,
-1688,,,
-1425,,,
-1533,,,
-1592,,,
-1800,,,
-1551,,,
-1533,,,
-1624,,,
-1487,,,
-1585,,,
-1460,,,
-1562,,,
-1600,,,
-1602,,,
-1605,,,
-1533,,,
-1377,,,
-1395,,,
-1521,,,
-1604,,,
-1374,,,
-1619,,,
-1458,,,
-1449,,,
-1483,,,
-1630,,,
-1546,,,
-1412,,,
-1394,,,
-1465,,,
-1552,,,
-1864,,,
-1326,,,
-1267,,,
-1520,,,
-1417,,,
-1632,,,
-1687,,,
-1492,,,
-1580,,,
-1461,,,
-1490,,,
-1451,,,
-1412,,,
-1352,,,
-1648,,,
-1453,,,
-1264,,,
-1515,,,
-1598,,,
-1288,,,
-1372,,,
-1366,,,
-1345,,,
-1713,,,
-1636,,,
-1684,,,
-1323,,,
-1525,,,
-1398,,,
-1376,,,
-1513,,,
-1518,,,
-1441,,,
-1387,,,
-1510,,,
-1551,,,
-1806,,,
-1462,,,
-1639,,,
-1533,,,
-1444,,,
-1395,,,
-1541,,,
-1309,,,
-1511,,,
-1518,,,
-1555,,,
-1391,,,
-1470,,,
-1629,,,
-1364,,,
-1474,,,
-1491,,,
-1523,,,
-1350,,,
-1587,,,
-1600,,,
-1459,,,
-1497,,,
-1452,,,
-1302,,,
-1538,,,
-1544,,,
-1606,,,
-1472,,,
-1612,,,
-1412,,,
-1293,,,
-1590,,,
-1496,,,
-1616,,,
-1456,,,
-1517,,,
-1682,,,
-1386,,,
-1444,,,
-1522,,,
-1370,,,
-1348,,,
-1469,,,
-1423,,,
-1572,,,
-1566,,,
-1484,,,
-1363,,,
-1535,,,
-1753,,,
-1465,,,
-1470,,,
-1489,,,
-1297,,,
-1418,,,
-1291,,,
-1399,,,
-1365,,,
-1391,,,
-1369,,,
-1554,,,
-1525,,,
-1392,,,
-1390,,,
-1336,,,
-1394,,,
-1308,,,
-1526,,,
-1336,,,
-1619,,,
-1565,,,
-1424,,,
-1340,,,
-1398,,,
-1425,,,
-1593,,,
-1374,,,
-1582,,,
-1328,,,
-1470,,,
-1400,,,
-1221,,,
-1284,,,
-1323,,,
-1478,,,
-1310,,,
-1635,,,
-1378,,,
-1378,,,
-1427,,,
-1462,,,
-1414,,,
-1625,,,
-1364,,,
-1371,,,
-1314,,,
-1399,,,
-1283,,,
-1416,,,
-1239,,,
-1281,,,
-1514,,,
-1520,,,
-1415,,,
-1257,,,
-1567,,,
-1389,,,
-1317,,,
-1254,,,
-1470,,,
-1323,,,
-1425,,,
-1406,,,
-1606,,,
-1495,,,
-1482,,,
-1391,,,
-1407,,,
-1219,,,
-1218,,,
-1284,,,
-1382,,,
-1172,,,
-1443,,,
-1445,,,
-1444,,,
-1402,,,
-1268,,,
-1413,,,
-1340,,,
-1337,,,
-1268,,,
-1353,,,
-1486,,,
-1268,,,
-1442,,,
-1329,,,
-1482,,,
-1243,,,
-1317,,,
-1474,,,
-1351,,,
-1214,,,
-1360,,,
-1336,,,
-1289,,,
-1470,,,
-1321,,,
-1263,,,
-1290,,,
-1535,,,
-1540,,,
-1550,,,
-1433,,,
-1289,,,
-1239,,,
-1380,,,
-1244,,,
-1265,,,
-1363,,,
-1499,,,
-1260,,,
-1476,,,
-1254,,,
-1370,,,
-1131,,,
-1271,,,
-1240,,,
-1359,,,
-1382,,,
-1474,,,
-1437,,,
-1391,,,
-1307,,,
-1459,,,
-1358,,,
-1223,,,
-1506,,,
-1269,,,
-1397,,,
-1181,,,
-1390,,,
-1335,,,
-1196,,,
-1332,,,
-1523,,,
-1385,,,
-1467,,,
-1394,,,
-1185,,,
-1410,,,
-1198,,,
-1487,,,
-1356,,,
-1489,,,
-1439,,,
-1166,,,
-1192,,,
-1225,,,
-1454,,,
-1358,,,
-1334,,,
-1546,,,
-1215,,,
-1090,,,
-1275,,,
-1431,,,
-1279,,,
-1324,,,
-1376,,,
-1146,,,
-1108,,,
-1226,,,
-1434,,,
-1184,,,
-1118,,,
-1222,,,
-1261,,,
-1308,,,
-1360,,,
-1364,,,
-1422,,,
-1209,,,
-1354,,,
-1396,,,
-1278,,,
-1200,,,
-1484,,,
-1256,,,
-1293,,,
-1163,,,
-1298,,,
-1177,,,
-1359,,,
-1370,,,
-1202,,,
-1284,,,
-1387,,,
-1162,,,
-1209,,,
-1391,,,
-1363,,,
-1316,,,
-1302,,,
-1234,,,
-1379,,,
-1383,,,
-1125,,,
-1160,,,
-1203,,,
-1358,,,
-1232,,,
-1370,,,
-1247,,,
-1312,,,
-1446,,,
-1283,,,
-1326,,,
-1279,,,
-1465,,,
-1147,,,
-1052,,,
-1378,,,
-1392,,,
-1134,,,
-1246,,,
-1199,,,
-1246,,,
-1177,,,
-1368,,,
-1155,,,
-1454,,,
-1316,,,
-1369,,,
-1349,,,
-1354,,,
-1160,,,
-1189,,,
